h3_cell,count,total_risk,mean_risk,max_risk,dominant_type,dominant_vehicle,dominant_station,peak_hour_ist,pct_junction,n_validated,lat_centroid,lon_centroid,density_score,risk_tier,smoothed_risk,violations_per_day,cii_raw,cii,cii_tier
8860169663fffff,3,9,3.0,3,NO PARKING,SCOOTER,Yelahanka,2,0.0,3,13.105684486341833,77.58832188402893,0.0,LOW,85.9,0.02112676056338028,6.727738538053245,13.8,LOW
8860169665fffff,11,78,7.090909090909091,9,WRONG PARKING,CAR,Yelahanka,4,0.0,11,13.11313142677169,77.60109069601138,0.2,LOW,70.3,0.07746478873239436,7.644797623073211,15.7,LOW
8860169669fffff,345,2025,5.869565217391305,15,WRONG PARKING,SCOOTER,Yelahanka,2,0.0,338,13.09817031930295,77.60083855243236,4.1,LOW,437.3,2.4295774647887325,15.337461227174687,31.5,MODERATE
886016966bfffff,114,421,3.692982456140351,12,NO PARKING,SCOOTER,Yelahanka,11,0.0,105,13.098193120565156,77.59241007847257,0.8,LOW,423.6,0.8028169014084507,13.667755944799936,28.1,MODERATE
886016966dfffff,27,219,8.11111111111111,15,WRONG PARKING,MAXI-CAB,Yelahanka,4,0.0,27,13.105639584491298,77.60517926518986,0.4,LOW,352.3,0.19014084507042253,14.299729269119497,29.4,MODERATE
88601696d3fffff,8,39,4.875,15,NO PARKING,SCOOTER,Chikkabanavara,4,0.0,8,13.0759857434351,77.50358856876566,0.1,LOW,9.0,0.056338028169014086,2.4473126593388224,5.0,LOW
88601696dbfffff,4,24,6.0,12,NO PARKING,SCOOTER,Chikkabanavara,10,0.0,4,13.06849824199482,77.50767452818836,0.0,LOW,18.4,0.028169014084507043,3.8355999498474533,7.9,LOW
886016970dfffff,2,45,22.5,25,PARKING IN A MAIN ROAD,HGV,Chikkajala,1,0.0,2,13.150501729845695,77.61436764572184,0.1,LOW,49.4,0.014084507042253521,12.78901659213441,26.3,MODERATE
8860169739fffff,1,8,8.0,8,PARKING NEAR ROAD CROSSING,CAR,Chikkajala,10,0.0,1,13.158032794362622,77.59341707056694,0.0,LOW,1.1,0.007042253521126761,3.262164082417353,6.7,LOW
8860169747fffff,38,191,5.026315789473684,20,NO PARKING,MOTOR CYCLE,Chikkajala,8,0.0,38,13.143010438256832,77.61845699755027,0.4,LOW,49.4,0.2676056338028169,5.900951358628108,12.1,LOW
8860169759fffff,9,57,6.333333333333333,9,WRONG PARKING,MAXI-CAB,Yelahanka,4,0.0,9,13.12060088032231,77.60543163807083,0.1,LOW,174.3,0.06338028169014084,11.193700282804642,23.0,MODERATE
8860169761fffff,10,75,7.5,10,PARKING IN A MAIN ROAD,CAR,Chikkajala,10,0.0,10,13.157951137524702,77.62714268173808,0.1,LOW,26.4,0.07042253521126761,5.016299577882727,10.3,LOW
886016976bfffff,9,110,12.22222222222222,25,PARKING IN A MAIN ROAD,CAR,Chikkajala,11,0.0,8,13.15048068874349,77.62279962851622,0.2,LOW,60.1,0.06338028169014084,9.409789962989278,19.3,LOW
8861892037fffff,2,10,5.0,5,PARKING IN A MAIN ROAD,MOTOR CYCLE,Whitefield,10,0.0,1,12.962900947131931,77.75878831753252,0.0,LOW,39.0,0.014084507042253521,4.943319262757554,10.2,LOW
8861892081fffff,6,68,11.333333333333334,20,WRONG PARKING,MAXI-CAB,Whitefield,12,0.0,6,12.940591547372376,77.72042883104749,0.1,LOW,113.7,0.04225352112676056,11.286139786294424,23.2,MODERATE
8861892087fffff,71,728,10.253521126760564,25,PARKING IN A MAIN ROAD,CAR,Whitefield,7,0.0,66,12.948095774097022,77.71633997965183,1.5,LOW,318.9,0.5,14.983901032306601,30.8,MODERATE
8861892091fffff,105,936,8.914285714285715,20,PARKING IN A MAIN ROAD,CAR,HAL Old Airport,6,0.0,93,12.93318985370652,77.69921317630948,1.9,LOW,4454.6,0.7394366197183099,23.060301989981433,47.4,HIGH
8861892093fffff,3236,16437,5.079419035846724,25,NO PARKING,SCOOTER,HAL Old Airport,4,0.0,2989,12.93322364752312,77.69077993064658,33.3,MEDIUM,4838.4,22.788732394366196,30.405420809473895,62.5,HIGH
8861892095fffff,180,1066,5.922222222222223,20,WRONG PARKING,CAR,HAL Old Airport,9,0.0,160,12.94065953350028,77.70355873465591,2.2,LOW,2633.9,1.267605633802817,21.154862893151858,43.5,MODERATE
8861892097fffff,1267,11893,9.386740331491712,25,PARKING IN A MAIN ROAD,CAR,HAL Old Airport,8,0.0,1175,12.94069311529191,77.69512487563676,24.1,LOW,4984.7,8.922535211267606,26.611544044996904,54.7,HIGH
886189209bfffff,94,774,8.23404255319149,25,NO PARKING,MAXI-CAB,Bellandur,4,0.0,92,12.92572037933532,77.69486803946674,1.6,LOW,2661.9,0.6619718309859155,21.896684685421704,45.0,HIGH
886189209dfffff,7,76,10.857142857142858,25,WRONG PARKING,SCOOTER,HAL Old Airport,9,0.0,7,12.933155785897725,77.70764721493362,0.1,LOW,296.9,0.04929577464788732,14.778005719778616,30.4,MODERATE
88618920a3fffff,1277,8055,6.307752545027408,15,WRONG PARKING,MAXI-CAB,HAL Old Airport,5,0.0,1126,12.963069801662392,77.71659793883055,16.3,LOW,1710.9,8.992957746478874,23.50900815221082,48.3,HIGH
88618920a5fffff,1,6,6.0,6,WRONG PARKING,CAR,Whitefield,1,0.0,1,12.97050728931954,77.72938228807115,0.0,LOW,72.7,0.007042253521126761,7.298959334642872,15.0,LOW
88618920a9fffff,67,582,8.686567164179104,25,PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC,CAR,Whitefield,9,0.0,53,12.955532367899814,77.7291236650614,1.2,LOW,179.1,0.47183098591549294,12.50608923036425,25.7,MODERATE
88618920abfffff,34,247,7.264705882352941,20,WRONG PARKING,CAR,Whitefield,5,0.0,32,12.955566075157025,77.72068699426808,0.5,LOW,1543.0,0.23943661971830985,20.12331872189675,41.3,MODERATE
88618920adfffff,65,398,6.123076923076923,10,NO PARKING,CAR,Whitefield,8,0.0,57,12.963003084325395,77.73347171431551,0.8,LOW,147.7,0.45774647887323944,10.49583084445959,21.6,MODERATE
88618920b1fffff,664,3757,5.658132530120482,25,NO PARKING,SCOOTER,HAL Old Airport,3,0.0,605,12.95563266606493,77.70381603022665,7.6,LOW,1488.9,4.676056338028169,21.19599008731881,43.5,MODERATE
88618920b3fffff,38,245,6.447368421052632,20,WRONG PARKING,CAR,HAL Old Airport,11,0.0,35,12.955665549865616,77.69538173748643,0.5,LOW,1323.9,0.2676056338028169,19.451568256957017,40.0,MODERATE
88618920b5fffff,3,27,9.0,12,WRONG PARKING,LGV,HAL Old Airport,3,0.0,1,12.9631027483183,77.70816223984903,0.0,LOW,2350.3,0.02112676056338028,21.679667321436032,44.5,MODERATE
88618920b7fffff,141,738,5.23404255319149,15,NO PARKING,CAR,HAL Old Airport,10,0.0,137,12.963135420399182,77.69972733371351,1.5,LOW,713.6,0.9929577464788732,16.734123562004644,34.4,MODERATE
88618920bbfffff,474,4466,9.42194092827004,25,PARKING IN A MAIN ROAD,CAR,HAL Old Airport,3,0.0,463,12.948162788264312,77.69947024215966,9.0,LOW,3067.4,3.3380281690140845,23.6796552947,48.6,HIGH
88618920bdfffff,162,1189,7.339506172839506,25,WRONG PARKING,MAXI-CAB,HAL Old Airport,2,0.0,137,12.95559950785374,77.71225111590515,2.4,LOW,2000.4,1.1408450704225352,21.136947618966538,43.4,MODERATE
88618920c1fffff,6,54,9.0,15,PARKING IN A MAIN ROAD,SCOOTER,Whitefield,4,0.0,5,12.925546240432087,77.73704309163739,0.1,LOW,10.6,0.04225352112676056,4.1955364232875,8.6,LOW
88618920cbfffff,1,20,20.0,20,PARKING IN A MAIN ROAD,LGV,Whitefield,9,0.0,1,12.918075912635338,77.73269531071244,0.0,LOW,10.6,0.007042253521126761,8.581451916245246,17.6,LOW
88618920e5fffff,31,296,9.548387096774194,20,NO PARKING,LORRY/GOODS VEHICLE,Whitefield,7,0.0,27,12.955464129404143,77.74599938292201,0.6,LOW,83.6,0.21830985915492956,9.30727225418174,19.1,LOW
88618920e7fffff,5,27,5.4,6,WRONG PARKING,CAR,Whitefield,2,0.0,5,12.955498386007145,77.73756112803083,0.0,LOW,186.1,0.035211267605633804,11.224529610899822,23.1,MODERATE
88618920e9fffff,73,568,7.780821917808219,25,PARKING IN A MAIN ROAD,CAR,Whitefield,7,0.0,64,12.94048751069616,77.74573991770791,1.1,LOW,82.4,0.5140845070422535,8.629535270236925,17.7,LOW
88618920edfffff,2,9,4.5,6,WRONG PARKING,MOTOR CYCLE,Whitefield,13,0.0,2,12.94795845241197,77.75008896287578,0.0,LOW,124.7,0.014084507042253521,8.986642704894054,18.5,LOW
8861892185fffff,36,240,6.666666666666667,20,NO PARKING,CAR,Mahadevapura,8,0.0,34,13.00035971303752,77.75521828350607,0.5,LOW,87.4,0.2535211267605634,8.317036541703235,17.1,LOW
8861892189fffff,17,214,12.588235294117649,25,PARKING IN A MAIN ROAD,CAR,Whitefield,8,0.0,16,12.985383315151674,77.75495830616434,0.4,LOW,75.9,0.11971830985915492,10.098018236842947,20.7,MODERATE
886189218bfffff,5,24,4.8,6,NO PARKING,CAR,Whitefield,13,0.0,5,12.98541645373974,77.74651839120118,0.0,LOW,161.4,0.035211267605633804,10.331710619801898,21.2,MODERATE
886189218dfffff,14,114,8.142857142857142,15,NO PARKING,CAR,Mahadevapura,2,0.0,14,12.992855054182746,77.75930865449114,0.2,LOW,81.1,0.09859154929577464,8.548804996149002,17.6,LOW
8861892191fffff,55,241,4.381818181818182,12,WRONG PARKING,SCOOTER,Whitefield,4,0.0,47,12.985481905108063,77.72964093694527,0.5,LOW,149.6,0.3873239436619718,9.830505514880489,20.2,MODERATE
8861892197fffff,2,9,4.5,6,NO PARKING,MOTOR CYCLE,Mahadevapura,9,0.0,2,12.992985114346366,77.72555129411877,0.0,LOW,151.6,0.014084507042253521,9.817503239018682,20.2,MODERATE
8861892199fffff,3,18,6.0,6,NO PARKING,CAR,Whitefield,15,0.0,3,12.977978201670528,77.73373056728047,0.0,LOW,152.1,0.02112676056338028,10.449993730931585,21.5,MODERATE
886189219bfffff,10,66,6.6,12,WRONG PARKING,CAR,Mahadevapura,7,0.0,10,12.97801100066533,77.72529284933937,0.1,LOW,75.6,0.07042253521126761,7.653332218832281,15.7,LOW
886189219dfffff,200,713,3.565,25,WRONG PARKING,MOTOR CYCLE,Whitefield,12,0.0,176,12.985449317033504,77.73807926804326,1.4,LOW,142.3,1.408450704225352,9.763860993856314,20.1,MODERATE
88618921a5fffff,4,21,5.25,6,NO PARKING,CAR,Mahadevapura,6,0.0,3,13.022807925866603,77.75982909555053,0.0,LOW,23.1,0.028169014084507043,3.862009445396414,7.9,LOW
88618921a9fffff,53,234,4.415094339622642,15,NO PARKING,CAR,Mahadevapura,11,0.0,50,13.00783164546451,77.75956886200628,0.5,LOW,91.3,0.3732394366197183,7.612662887351544,15.6,LOW
88618921abfffff,8,24,3.0,3,WRONG PARKING,SCOOTER,Mahadevapura,5,0.0,8,13.007863877434325,77.75112789976434,0.0,LOW,71.1,0.056338028169014086,6.059330463493126,12.4,LOW
88618921adfffff,22,141,6.409090909090909,15,WRONG PARKING,CAR,Mahadevapura,3,0.0,21,13.015303779241878,77.76391986208648,0.3,LOW,56.6,0.15492957746478872,6.957952408272131,14.3,LOW
88618921c5fffff,13,57,4.384615384615385,12,NO PARKING,SCOOTER,Mahadevapura,13,0.0,13,12.985316211792226,77.77184051048668,0.1,LOW,8.1,0.09154929577464789,2.2207329344705533,4.6,LOW
88618921d1fffff,32,282,8.8125,20,PARKING IN A MAIN ROAD,CAR,Whitefield,6,0.0,32,12.970440444431349,77.74625887408514,0.6,LOW,106.4,0.22535211267605634,10.054309984536298,20.7,MODERATE
88618921d3fffff,3,21,7.0,9,NO PARKING,CAR,Whitefield,13,0.0,3,12.97047400435784,77.73782018508274,0.0,LOW,103.6,0.02112676056338028,9.039904710160071,18.6,LOW
88618921d5fffff,23,179,7.782608695652174,10,PARKING IN A MAIN ROAD,CAR,Whitefield,8,0.0,23,12.977911778442502,77.75060837936606,0.4,LOW,101.3,0.1619718309859155,9.290591854572149,19.1,LOW
88618921d9fffff,36,253,7.027777777777778,10,PARKING IN A MAIN ROAD,CAR,Whitefield,7,0.0,30,12.962935267788067,77.75034865813436,0.5,LOW,121.6,0.2535211267605634,10.004507692379134,20.6,MODERATE
88618921ddfffff,1,10,10.0,10,PARKING IN A MAIN ROAD,CAR,Whitefield,10,0.0,1,12.97040660946509,77.7546983548237,0.0,LOW,104.9,0.007042253521126761,10.293618088352071,21.1,MODERATE
8861892283fffff,4,43,10.75,15,PARKING IN A MAIN ROAD,PASSENGER AUTO,Whitefield,11,0.0,4,12.888085713453856,77.7406137438464,0.1,LOW,6.1,0.028169014084507043,4.578329920173862,9.4,LOW
8861892289fffff,15,147,9.8,25,WRONG PARKING,CAR,No Police Station,4,0.0,8,12.88054002568131,77.75313919258521,0.3,LOW,21.0,0.1056338028169014,5.564627408367118,11.4,LOW
8861892401fffff,11,69,6.2727272727272725,9,WRONG PARKING,CAR,Hulimavu,11,0.0,11,12.888548719615365,77.63100879181822,0.1,LOW,621.9,0.07746478873239436,16.189928456631346,33.3,MODERATE
8861892403fffff,1,12,12.0,12,NO PARKING,LGV,Hulimavu,10,0.0,1,12.888582424948297,77.62258319801714,0.0,LOW,19.6,0.007042253521126761,6.345843607639906,13.0,LOW
8861892405fffff,263,1824,6.935361216730038,15,WRONG PARKING,CAR,Hulimavu,2,0.0,256,12.896016094794405,77.6353487530884,3.7,LOW,1002.0,1.852112676056338,19.152971752960248,39.3,MODERATE
8861892407fffff,1,3,3.0,3,NO PARKING,SCOOTER,Madiwala,12,0.0,1,12.896049586345386,77.62692254536819,0.0,LOW,613.6,0.007042253521126761,14.763647761942575,30.3,MODERATE
8861892409fffff,3,15,5.0,6,WRONG PARKING,CAR,Hulimavu,11,0.0,3,12.881047361148235,77.63509502680145,0.0,LOW,590.1,0.02112676056338028,15.420913612237221,31.7,MODERATE
886189240bfffff,3,21,7.0,9,WRONG PARKING,PASSENGER AUTO,Hulimavu,13,0.0,3,12.88108155288879,77.62666925207004,0.0,LOW,16.7,0.02112676056338028,4.025067914907845,8.3,LOW
886189240dfffff,361,2409,6.673130193905817,15,WRONG PARKING,CAR,Hulimavu,2,0.0,350,12.888514741648658,77.63943518039474,4.9,LOW,867.1,2.5422535211267605,18.671316690760804,38.4,MODERATE
8861892411fffff,8,28,3.5,6,NO PARKING,SCOOTER,Hulimavu,6,0.0,8,12.881149119034712,77.60982008745884,0.1,LOW,28.6,0.056338028169014086,3.559033727588081,7.3,LOW
8861892413fffff,1,6,6.0,6,WRONG PARKING,GOODS AUTO,Hulimavu,12,0.0,1,12.881182493589474,77.60139669808247,0.0,LOW,108.3,0.007042253521126761,8.871659631378778,18.2,LOW
8861892415fffff,1,10,10.0,10,PARKING IN A MAIN ROAD,CAR,Mico Layout,11,0.0,1,12.88861585772222,77.6141583992434,0.0,LOW,14.0,0.007042253521126761,4.996882183307561,10.3,LOW
8861892419fffff,30,144,4.8,12,NO PARKING,CAR,Hulimavu,12,0.0,29,12.873648728353029,77.61390576792083,0.3,LOW,26.3,0.2112676056338028,3.9481272202950644,8.1,LOW
886189241bfffff,1,12,12.0,12,WRONG PARKING,LGV,Hulimavu,9,0.0,1,12.87368258948531,77.6054821972188,0.0,LOW,94.4,0.007042253521126761,10.678187821289757,21.9,MODERATE
8861892421fffff,884,3434,3.8846153846153846,15,NO PARKING,SCOOTER,HSR Layout,14,0.0,811,12.910984533466165,77.63560250473422,7.0,LOW,1199.1,6.225352112676056,20.275441004851295,41.7,MODERATE
8861892423fffff,160,1140,7.125,25,WRONG PARKING,CAR,HSR Layout,11,0.0,154,12.911017324870064,77.62717586398105,2.3,LOW,1091.4,1.1267605633802817,19.17607514523342,39.4,MODERATE
8861892425fffff,63,341,5.412698412698413,15,NO PARKING,CAR,HSR Layout,2,0.0,63,12.918452318440698,77.63994311677249,0.7,LOW,841.3,0.44366197183098594,17.17933940603728,35.3,MODERATE
8861892427fffff,28,195,6.964285714285714,25,NO PARKING,CAR,HSR Layout,11,0.0,28,12.918484896366222,77.63151586206048,0.4,LOW,907.1,0.19718309859154928,18.11681304443874,37.2,MODERATE
8861892429fffff,48,435,9.0625,15,WRONG PARKING,LGV,HSR Layout,5,0.0,48,12.903483678051382,77.63968913589218,0.9,LOW,1238.9,0.3380281690140845,20.169706816567057,41.4,MODERATE
886189242bfffff,361,2249,6.229916897506925,20,WRONG PARKING,CAR,HSR Layout,13,0.0,359,12.90351695597619,77.63126231427,4.6,LOW,1314.4,2.5422535211267605,20.215099621459412,41.5,MODERATE
886189242dfffff,117,600,5.128205128205129,15,NO PARKING,CAR,HSR Layout,9,0.0,102,12.910951469011714,77.64402994024117,1.2,LOW,816.1,0.823943661971831,17.0989604062785,35.1,MODERATE
8861892431fffff,3,24,8.0,9,WRONG PARKING,MAXI-CAB,Mico Layout,3,0.0,3,12.90358269324069,77.61441105581265,0.0,LOW,177.1,0.02112676056338028,11.932486312533959,24.5,MODERATE
8861892433fffff,2,11,5.5,6,NO PARKING,CAR,Mico Layout,7,0.5,2,12.903615152730136,77.60598661948124,0.0,LOW,410.6,0.014084507042253521,13.808007690057257,28.4,MODERATE
8861892437fffff,239,1041,4.355648535564853,12,NO PARKING,SCOOTER,Mico Layout,12,0.8284518828451883,224,12.911082088825882,77.61032496774412,2.1,LOW,357.9,1.6830985915492958,13.483748109005896,27.7,MODERATE
8861892439fffff,3,22,7.333333333333333,10,NO PARKING,CAR,Madiwala,11,0.0,3,12.896082805173558,77.61849713258418,0.0,LOW,30.4,0.02112676056338028,5.315671277914769,10.9,LOW
886189243bfffff,4,26,6.5,10,NO PARKING,SCOOTER,Mico Layout,2,0.0,3,12.89611575135375,77.61007251498823,0.0,LOW,65.1,0.028169014084507043,7.329368495841518,15.1,LOW
886189243dfffff,19,116,6.105263157894737,12,WRONG PARKING,PASSENGER AUTO,Madiwala,11,0.0,19,12.903549961014328,77.62283628749285,0.2,LOW,507.7,0.13380281690140844,15.255270306832406,31.3,MODERATE
8861892441fffff,138,1251,9.065217391304348,15,WRONG PARKING,CAR,Hulimavu,2,0.0,126,12.873510560761734,77.64760800030511,2.5,LOW,458.7,0.971830985915493,16.270012229226218,33.4,MODERATE
8861892443fffff,10,117,11.7,15,WRONG PARKING,PRIVATE BUS,Hulimavu,3,0.0,10,12.873545511268109,77.63918125027635,0.2,LOW,411.9,0.07042253521126761,16.399563672838216,33.7,MODERATE
8861892447fffff,176,1500,8.522727272727273,15,WRONG PARKING,CAR,Hulimavu,2,0.0,165,12.881012896863044,77.64352159614748,3.0,LOW,788.6,1.2394366197183098,18.474598494663695,38.0,MODERATE
8861892449fffff,7,33,4.714285714285714,9,WRONG PARKING,MOTOR CYCLE,Electronic City,7,0.0,7,12.86600773366905,77.6516943928261,0.1,LOW,240.1,0.04929577464788732,11.668043871537833,24.0,MODERATE
886189244dfffff,50,310,6.2,15,NO PARKING,CAR,Electronic City,11,0.0,44,12.873475337725392,77.65603554453541,0.6,LOW,239.3,0.352112676056338,12.353782755882477,25.4,MODERATE
8861892461fffff,9,33,3.6666666666666665,6,NO PARKING,SCOOTER,HSR Layout,12,0.0,6,12.895948293224905,77.65220355232918,0.1,LOW,99.7,0.06338028169014084,7.545431242250736,15.5,LOW
8861892463fffff,2,25,12.5,15,PARKING IN A MAIN ROAD,CAR,HSR Layout,12,0.0,2,12.895982330445824,77.64377575549281,0.0,LOW,722.7,0.014084507042253521,19.278630835457854,39.6,MODERATE
8861892465fffff,11,54,4.909090909090909,12,WRONG PARKING,SCOOTER,Bellandur,12,0.0,11,12.903416303242569,77.65654516266287,0.1,LOW,95.3,0.07746478873239436,7.899666789515079,16.2,LOW
8861892467fffff,12,105,8.75,15,WRONG PARKING,MAXI-CAB,HSR Layout,10,0.0,12,12.903450127165115,77.64811675210724,0.2,LOW,209.7,0.08450704225352113,12.762289463785683,26.2,MODERATE
886189246bfffff,26,228,8.76923076923077,15,WRONG PARKING,LORRY/GOODS VEHICLE,Electronic City,11,0.0,25,12.888480490973503,77.64786236349458,0.5,LOW,599.3,0.18309859154929578,17.023068242828344,35.0,MODERATE
886189246dfffff,38,253,6.657894736842105,20,NO PARKING,MOTOR CYCLE,HSR Layout,11,0.0,38,12.895913983056944,77.66063214334513,0.5,LOW,50.7,0.2676056338028169,6.716787685349957,13.8,LOW
8861892481fffff,15,99,6.6,12,WRONG PARKING,CAR,Thalagattapura,11,0.0,15,12.888778935824435,77.572046339589,0.2,LOW,173.1,0.1056338028169014,11.287594767417563,23.2,MODERATE
8861892483fffff,172,709,4.122093023255814,12,NO PARKING,SCOOTER,Thalagattapura,11,0.0,172,12.888810734815376,77.56362631625919,1.4,LOW,170.1,1.2112676056338028,10.679338316837747,21.9,MODERATE
8861892485fffff,3,24,8.0,12,NO PARKING,CAR,J.P. Nagar,3,0.0,3,12.896244811091824,77.57638200151547,0.0,LOW,157.7,0.02112676056338028,11.487382454967193,23.6,MODERATE
8861892487fffff,51,309,6.0588235294117645,16,NO PARKING,CAR,K.S. Layout,11,0.0,51,12.896276395155285,77.56796136363104,0.6,LOW,211.6,0.3591549295774648,11.914372392497768,24.5,MODERATE
886189248dfffff,10,71,7.1,20,NO PARKING,CAR,J.P. Nagar,11,0.0,10,12.888746864723524,77.58046715945375,0.1,LOW,57.4,0.07042253521126761,7.23018681823881,14.9,LOW
8861892491fffff,27,177,6.555555555555555,15,NO PARKING,CAR,Thalagattapura,10,0.0,27,12.881377026374157,77.55087307866201,0.4,LOW,77.3,0.19014084507042253,7.772462536511519,16.0,LOW
8861892493fffff,21,118,5.619047619047619,9,NO PARKING,CAR,Thalagattapura,10,0.0,21,12.881408496779583,77.54245526390557,0.2,LOW,133.3,0.14788732394366197,9.873539555831528,20.3,MODERATE
8861892495fffff,6,36,6.0,9,NO PARKING,CAR,Thalagattapura,12,0.0,6,12.88884226177128,77.55520708971497,0.1,LOW,137.1,0.04225352112676056,10.072687758599074,20.7,MODERATE
886189249bfffff,31,207,6.67741935483871,20,WRONG PARKING,CAR,Thalagattapura,10,0.0,30,12.87391200120262,77.54653948927107,0.4,LOW,132.4,0.21830985915492956,10.29538367372802,21.2,MODERATE
886189249dfffff,1,3,3.0,3,WRONG PARKING,MOTOR CYCLE,Thalagattapura,8,0.0,1,12.881345284172031,77.55929169054464,0.0,LOW,141.6,0.007042253521126761,8.947624023070173,18.4,LOW
88618924a1fffff,145,766,5.282758620689656,15,WRONG PARKING,SCOOTER,J.P. Nagar,3,1.0,143,12.911208343428934,77.57663272339414,1.5,LOW,648.0,1.0211267605633803,16.2901001465665,33.5,MODERATE
88618924a3fffff,6,44,7.333333333333333,20,NO PARKING,CAR,K.S. Layout,12,1.0,6,12.911239225578086,77.56821165296498,0.1,LOW,365.3,0.04225352112676056,14.077831180953176,28.9,MODERATE
88618924a5fffff,196,1040,5.306122448979592,25,NO PARKING,CAR,Jayanagara,5,1.0,186,12.91867463061458,77.58096903580913,2.1,LOW,1205.6,1.380281690140845,18.935689252087347,38.9,MODERATE
88618924a7fffff,287,1414,4.926829268292683,20,NO PARKING,SCOOTER,Banashankari,3,0.9825783972125436,286,12.918705298139068,77.57254735078504,2.9,LOW,679.9,2.0211267605633805,16.755443539138867,34.4,MODERATE
88618924a9fffff,16,109,6.8125,15,NO PARKING,CAR,J.P. Nagar,7,1.0,16,12.90371089552644,77.58071808509443,0.2,LOW,413.4,0.11267605633802817,14.520812262297822,29.8,MODERATE
88618924abfffff,48,305,6.354166666666667,25,NO PARKING,CAR,J.P. Nagar,11,0.9583333333333334,47,12.903742264817788,77.57229683267205,0.6,LOW,222.4,0.3380281690140845,12.142753305192183,24.9,MODERATE
88618924adfffff,158,858,5.430379746835443,15,WRONG PARKING,CAR,J.P. Nagar,11,1.0,155,12.911177188754197,77.58505459033769,1.7,LOW,526.0,1.1126760563380282,15.46588700969669,31.8,MODERATE
88618924b1fffff,4,27,6.75,12,NO PARKING,CAR,K.S. Layout,2,0.0,4,12.903804186389536,77.55545671789248,0.0,LOW,158.1,0.028169014084507043,11.019872946880096,22.6,MODERATE
88618924b3fffff,85,552,6.494117647058824,15,PARKING IN A MAIN ROAD,CAR,K.S. Layout,12,0.0,84,12.903834738820114,77.54703785603643,1.1,LOW,180.6,0.5985915492957746,11.7094872393727,24.1,MODERATE
88618924b5fffff,4,12,3.0,3,NO PARKING,SCOOTER,K.S. Layout,3,0.0,4,12.911269835276787,77.55979137930093,0.0,LOW,84.1,0.028169014084507043,6.656371463200569,13.7,LOW
88618924b7fffff,52,481,9.25,25,PARKING IN A MAIN ROAD,CAR,K.S. Layout,11,0.0,42,12.911300172600203,77.55137190265266,1.0,LOW,154.4,0.36619718309859156,11.94736908095457,24.5,MODERATE
88618924b9fffff,10,35,3.5,6,NO PARKING,SCOOTER,K.S. Layout,13,0.0,10,12.896307707020227,77.55954152244182,0.1,LOW,159.4,0.07042253521126761,9.766447945835248,20.1,MODERATE
88618924c3fffff,1,3,3.0,3,NO PARKING,MOTOR CYCLE,Thalagattapura,10,0.0,1,12.873782540239402,77.58021625888331,0.0,LOW,3.4,0.007042253521126761,1.3956952396873827,2.9,LOW
88618924c5fffff,24,144,6.0,12,WRONG PARKING,SCOOTER,J.P. Nagar,7,0.0,23,12.881215595898404,77.59297410432757,0.3,LOW,105.6,0.16901408450704225,8.788080411250888,18.1,LOW
88618924c9fffff,4,18,4.5,6,WRONG PARKING,SCOOTER,Hulimavu,4,0.0,3,12.866250072999598,77.59272256742267,0.0,LOW,92.6,0.028169014084507043,7.597617754001756,15.6,LOW
88618924cbfffff,1,6,6.0,6,WRONG PARKING,CAR,Thalagattapura,11,0.0,1,12.866283604632294,77.58430120213671,0.0,LOW,25.7,0.007042253521126761,4.301926693693318,8.8,LOW
88618924cdfffff,132,471,3.5681818181818183,12,NO PARKING,SCOOTER,Hulimavu,13,0.0,118,12.873716178460656,77.5970594219777,0.9,LOW,93.0,0.9295774647887324,7.615127452060624,15.6,LOW
88618924d5fffff,4,15,3.75,6,WRONG PARKING,MOTOR CYCLE,Thalagattapura,4,0.0,4,12.873815313192312,77.5717958715321,0.0,LOW,12.0,0.028169014084507043,2.3569649350106574,4.8,LOW
88618924d7fffff,12,66,5.5,12,WRONG PARKING,CAR,Thalagattapura,11,0.0,11,12.873847814287242,77.56337628064597,0.1,LOW,12.0,0.08450704225352113,3.079500146278263,6.3,LOW
88618924e3fffff,35,187,5.342857142857143,15,NO PARKING,CAR,J.P. Nagar,13,0.0,35,12.896212954754894,77.58480343584444,0.4,LOW,151.0,0.24647887323943662,10.217930252135961,21.0,MODERATE
88618924e5fffff,56,341,6.089285714285714,12,NO PARKING,CAR,J.P. Nagar,3,0.4464285714285714,49,12.90364733955762,77.59756297875016,0.7,LOW,357.0,0.39436619718309857,13.63203643224331,28.0,MODERATE
88618924e7fffff,103,645,6.262135922330097,15,NO PARKING,CAR,J.P. Nagar,8,0.9320388349514565,91,12.903679253798057,77.58914013387081,1.3,LOW,315.9,0.7253521126760564,13.418140614595934,27.6,MODERATE
88618924e9fffff,16,97,6.0625,15,NO PARKING,CAR,J.P. Nagar,10,0.0,16,12.888681905892136,77.59731118778471,0.2,LOW,90.1,0.11267605633802817,8.137726208885361,16.7,LOW
88618924ebfffff,4,21,5.25,6,NO PARKING,CAR,J.P. Nagar,3,0.0,4,12.88871452143771,77.58888877560265,0.0,LOW,74.3,0.028169014084507043,7.037083629372676,14.5,LOW
88618924edfffff,74,363,4.905405405405405,9,NO PARKING,CAR,J.P. Nagar,6,0.0135135135135135,73,12.896148424960778,77.601648692832,0.7,LOW,119.7,0.5211267605633803,9.17358022543796,18.8,LOW
