alert_id,h3_cell,junction_name,police_station,alert_level,assigned_unit,status,created_at,scita_payload,scita_sync_status,escalated
325,886189258dfffff,BTP136 - Hosur-Tavarkere Road Junction,Mico Layout,WATCH,FKDEV01861,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 325, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""886189258dfffff"", ""junction_name"": ""BTP136 - Hosur-Tavarkere Road Junction"", ""police_station"": ""Mico Layout"", ""location"": {""lat"": 12.935983344859812, ""lon"": 77.60728892523365}, ""violation_summary"": {""dominant_type"": ""PARKING IN A MAIN ROAD"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 107, ""total_risk_score"": 1104}, ""congestion_impact"": {""cii_score"": 41.0, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 600625.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 20.8, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV01861"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
326,8861892731fffff,Area-12.903N-77.673E,Bellandur,WATCH,FKDEV00103,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 326, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8861892731fffff"", ""junction_name"": ""Area-12.903N-77.673E"", ""police_station"": ""Bellandur"", ""location"": {""lat"": 12.899939800733662, ""lon"": 77.6754852278312}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 149, ""total_risk_score"": 767}, ""congestion_impact"": {""cii_score"": 28.3, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 194312.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 21.4, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00103"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
327,88618925d9fffff,"BTP163 - 16th Main Road, BTM Layout",Mico Layout,WATCH,FKDEV02191,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 327, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""88618925d9fffff"", ""junction_name"": ""BTP163 - 16th Main Road, BTM Layout"", ""police_station"": ""Mico Layout"", ""location"": {""lat"": 12.913671983549785, ""lon"": 77.60639421774891}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""SCOOTER"", ""n_violations_historical"": 231, ""total_risk_score"": 993}, ""congestion_impact"": {""cii_score"": 27.7, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 1443125.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 16.4, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV02191"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
328,88618925cbfffff,"BTP163 - 16th Main Road, BTM Layout",Mico Layout,WATCH,FKDEV02569,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 328, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""88618925cbfffff"", ""junction_name"": ""BTP163 - 16th Main Road, BTM Layout"", ""police_station"": ""Mico Layout"", ""location"": {""lat"": 12.913671983549785, ""lon"": 77.60639421774891}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""SCOOTER"", ""n_violations_historical"": 231, ""total_risk_score"": 993}, ""congestion_impact"": {""cii_score"": 27.7, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 1443125.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 19.1, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV02569"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
329,886189243dfffff,"BTP163 - 16th Main Road, BTM Layout",Mico Layout,WATCH,FKDEV02589,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 329, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""886189243dfffff"", ""junction_name"": ""BTP163 - 16th Main Road, BTM Layout"", ""police_station"": ""Mico Layout"", ""location"": {""lat"": 12.913671983549785, ""lon"": 77.60639421774891}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""SCOOTER"", ""n_violations_historical"": 231, ""total_risk_score"": 993}, ""congestion_impact"": {""cii_score"": 27.7, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 1443125.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 19.1, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV02589"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
330,88618925c3fffff,"BTP163 - 16th Main Road, BTM Layout",Mico Layout,WATCH,FKDEV02748,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 330, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""88618925c3fffff"", ""junction_name"": ""BTP163 - 16th Main Road, BTM Layout"", ""police_station"": ""Mico Layout"", ""location"": {""lat"": 12.913671983549785, ""lon"": 77.60639421774891}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""SCOOTER"", ""n_violations_historical"": 231, ""total_risk_score"": 993}, ""congestion_impact"": {""cii_score"": 27.7, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 1443125.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 39.6, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV02748"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
331,88618925d9fffff,"BTP202 - East End Main Road, Jayanagar",Jayanagara,WATCH,FKDEV00306,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 331, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""88618925d9fffff"", ""junction_name"": ""BTP202 - East End Main Road, Jayanagar"", ""police_station"": ""Jayanagara"", ""location"": {""lat"": 12.91714508735632, ""lon"": 77.59609049770116}, ""violation_summary"": {""dominant_type"": ""PARKING IN A MAIN ROAD"", ""dominant_vehicle"": ""SCOOTER"", ""n_violations_historical"": 87, ""total_risk_score"": 547}, ""congestion_impact"": {""cii_score"": 28.9, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 159812.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 16.4, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00306"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
332,88618925d1fffff,"BTP202 - East End Main Road, Jayanagar",Jayanagara,WATCH,FKDEV00455,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 332, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""88618925d1fffff"", ""junction_name"": ""BTP202 - East End Main Road, Jayanagar"", ""police_station"": ""Jayanagara"", ""location"": {""lat"": 12.91714508735632, ""lon"": 77.59609049770116}, ""violation_summary"": {""dominant_type"": ""PARKING IN A MAIN ROAD"", ""dominant_vehicle"": ""SCOOTER"", ""n_violations_historical"": 87, ""total_risk_score"": 547}, ""congestion_impact"": {""cii_score"": 28.9, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 159812.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 18.9, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00455"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
333,8861892da3fffff,Area-13.121N-77.631E,Yelahanka,WATCH,FKDEV00540,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 333, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8861892da3fffff"", ""junction_name"": ""Area-13.121N-77.631E"", ""police_station"": ""Yelahanka"", ""location"": {""lat"": 13.12149827008547, ""lon"": 77.63120243675213}, ""violation_summary"": {""dominant_type"": ""PARKING IN A MAIN ROAD"", ""dominant_vehicle"": ""MAXI-CAB"", ""n_violations_historical"": 117, ""total_risk_score"": 1108}, ""congestion_impact"": {""cii_score"": 28.5, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 580250.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 43.2, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00540"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
334,8861892f69fffff,Area-13.045N-77.748E,K.R. Pura,WATCH,FKDEV00025,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 334, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8861892f69fffff"", ""junction_name"": ""Area-13.045N-77.748E"", ""police_station"": ""K.R. Pura"", ""location"": {""lat"": 13.045873039130436, ""lon"": 77.75034238985508}, ""violation_summary"": {""dominant_type"": ""PARKING NEAR ROAD CROSSING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 69, ""total_risk_score"": 573}, ""congestion_impact"": {""cii_score"": 19.5, ""cii_tier"": ""LOW"", ""estimated_cost_inr_per_day"": 115500.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 18.0, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00025"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
335,886014584dfffff,BTP214 - 5th Main Chamrajpet  Junction,Kamakshipalya,WATCH,FKDEV00238,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 335, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""886014584dfffff"", ""junction_name"": ""BTP214 - 5th Main Chamrajpet  Junction"", ""police_station"": ""Kamakshipalya"", ""location"": {""lat"": 12.986997970689654, ""lon"": 77.51957036206898}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""SCOOTER"", ""n_violations_historical"": 58, ""total_risk_score"": 180}, ""congestion_impact"": {""cii_score"": 19.4, ""cii_tier"": ""LOW"", ""estimated_cost_inr_per_day"": 590688.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 25.8, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00238"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
336,8860145845fffff,BTP214 - 5th Main Chamrajpet  Junction,Kamakshipalya,WATCH,FKDEV00315,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 336, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145845fffff"", ""junction_name"": ""BTP214 - 5th Main Chamrajpet  Junction"", ""police_station"": ""Kamakshipalya"", ""location"": {""lat"": 12.986997970689654, ""lon"": 77.51957036206898}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""SCOOTER"", ""n_violations_historical"": 58, ""total_risk_score"": 180}, ""congestion_impact"": {""cii_score"": 19.4, ""cii_tier"": ""LOW"", ""estimated_cost_inr_per_day"": 590688.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 21.9, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00315"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
337,8860145855fffff,BTP214 - 5th Main Chamrajpet  Junction,Kamakshipalya,WATCH,FKDEV00362,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 337, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145855fffff"", ""junction_name"": ""BTP214 - 5th Main Chamrajpet  Junction"", ""police_station"": ""Kamakshipalya"", ""location"": {""lat"": 12.986997970689654, ""lon"": 77.51957036206898}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""SCOOTER"", ""n_violations_historical"": 58, ""total_risk_score"": 180}, ""congestion_impact"": {""cii_score"": 19.4, ""cii_tier"": ""LOW"", ""estimated_cost_inr_per_day"": 590688.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 18.9, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00362"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
338,8860145847fffff,BTP214 - 5th Main Chamrajpet  Junction,Kamakshipalya,WATCH,FKDEV00383,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 338, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145847fffff"", ""junction_name"": ""BTP214 - 5th Main Chamrajpet  Junction"", ""police_station"": ""Kamakshipalya"", ""location"": {""lat"": 12.986997970689654, ""lon"": 77.51957036206898}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""SCOOTER"", ""n_violations_historical"": 58, ""total_risk_score"": 180}, ""congestion_impact"": {""cii_score"": 19.4, ""cii_tier"": ""LOW"", ""estimated_cost_inr_per_day"": 590688.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 19.3, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00383"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
339,88618925cdfffff,BTP137 - Madiwala Traffic PS Junction,Adugodi,WATCH,FKDEV00915,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 339, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""88618925cdfffff"", ""junction_name"": ""BTP137 - Madiwala Traffic PS Junction"", ""police_station"": ""Adugodi"", ""location"": {""lat"": 12.925451165306123, ""lon"": 77.6338899632653}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""MAXI-CAB"", ""n_violations_historical"": 49, ""total_risk_score"": 368}, ""congestion_impact"": {""cii_score"": 26.4, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 3220062.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 18.1, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00915"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
340,88618925c9fffff,"BTP163 - 16th Main Road, BTM Layout",Mico Layout,WATCH,FKDEV02760,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 340, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""88618925c9fffff"", ""junction_name"": ""BTP163 - 16th Main Road, BTM Layout"", ""police_station"": ""Mico Layout"", ""location"": {""lat"": 12.913671983549785, ""lon"": 77.60639421774891}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""SCOOTER"", ""n_violations_historical"": 231, ""total_risk_score"": 993}, ""congestion_impact"": {""cii_score"": 27.7, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 1443125.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 17.9, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV02760"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
341,8861892ed7fffff,BTP144 - Commando Hospital Junction,Halasur,WATCH,FKDEV00047,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 341, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8861892ed7fffff"", ""junction_name"": ""BTP144 - Commando Hospital Junction"", ""police_station"": ""Halasur"", ""location"": {""lat"": 12.97352325039834, ""lon"": 77.61850718122274}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 945, ""total_risk_score"": 6595}, ""congestion_impact"": {""cii_score"": 44.8, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 7477875.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 21.5, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00047"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
342,8861892eddfffff,"BTP148 - 17th Main, Doopanahalli Bus Stop",Jeevanbheemanagar,WATCH,FKDEV00535,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 342, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8861892eddfffff"", ""junction_name"": ""BTP148 - 17th Main, Doopanahalli Bus Stop"", ""police_station"": ""Jeevanbheemanagar"", ""location"": {""lat"": 12.97836353108108, ""lon"": 77.64034119864866}, ""violation_summary"": {""dominant_type"": ""NO PARKING"", ""dominant_vehicle"": ""SCOOTER"", ""n_violations_historical"": 148, ""total_risk_score"": 736}, ""congestion_impact"": {""cii_score"": 39.6, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 17427500.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 17.7, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00535"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
343,8861892e39fffff,Area-13.001N-77.679E,Mahadevapura,WATCH,FKDEV00059,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 343, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8861892e39fffff"", ""junction_name"": ""Area-13.001N-77.679E"", ""police_station"": ""Mahadevapura"", ""location"": {""lat"": 13.000324745290229, ""lon"": 77.67699924239253}, ""violation_summary"": {""dominant_type"": ""PARKING IN A MAIN ROAD"", ""dominant_vehicle"": ""PASSENGER AUTO"", ""n_violations_historical"": 525, ""total_risk_score"": 4468}, ""congestion_impact"": {""cii_score"": 46.0, ""cii_tier"": ""HIGH"", ""estimated_cost_inr_per_day"": 7716562.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 113.4, ""trend"": ""FALLING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV00059"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
344,8860145b63fffff,BTP032 - Windsor Circle,R.T. Nagar,WATCH,FKDEV02845,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 344, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b63fffff"", ""junction_name"": ""BTP032 - Windsor Circle"", ""police_station"": ""R.T. Nagar"", ""location"": {""lat"": 13.000536803076924, ""lon"": 77.59607778923078}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 65, ""total_risk_score"": 379}, ""congestion_impact"": {""cii_score"": 40.0, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 17574500.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 23.4, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV02845"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
345,8860145b05fffff,BTP032 - Windsor Circle,R.T. Nagar,WATCH,FKDEV02947,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 345, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b05fffff"", ""junction_name"": ""BTP032 - Windsor Circle"", ""police_station"": ""R.T. Nagar"", ""location"": {""lat"": 13.000536803076924, ""lon"": 77.59607778923078}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 65, ""total_risk_score"": 379}, ""congestion_impact"": {""cii_score"": 40.0, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 17574500.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 21.6, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV02947"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
346,8860145b0dfffff,BTP032 - Windsor Circle,R.T. Nagar,WATCH,FKDEV03013,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 346, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b0dfffff"", ""junction_name"": ""BTP032 - Windsor Circle"", ""police_station"": ""R.T. Nagar"", ""location"": {""lat"": 13.000536803076924, ""lon"": 77.59607778923078}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 65, ""total_risk_score"": 379}, ""congestion_impact"": {""cii_score"": 40.0, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 17574500.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 25.9, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV03013"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
347,8860145b67fffff,BTP032 - Windsor Circle,R.T. Nagar,WATCH,FKDEV03045,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 347, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b67fffff"", ""junction_name"": ""BTP032 - Windsor Circle"", ""police_station"": ""R.T. Nagar"", ""location"": {""lat"": 13.000536803076924, ""lon"": 77.59607778923078}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 65, ""total_risk_score"": 379}, ""congestion_impact"": {""cii_score"": 40.0, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 17574500.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 17.7, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV03045"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
348,8860145b61fffff,BTP032 - Windsor Circle,R.T. Nagar,WATCH,FKDEV03049,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 348, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b61fffff"", ""junction_name"": ""BTP032 - Windsor Circle"", ""police_station"": ""R.T. Nagar"", ""location"": {""lat"": 13.000536803076924, ""lon"": 77.59607778923078}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 65, ""total_risk_score"": 379}, ""congestion_impact"": {""cii_score"": 40.0, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 17574500.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 25.0, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""FKDEV03049"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
349,8860145b6dfffff,BTP032 - Windsor Circle,R.T. Nagar,WATCH,UNASSIGNED,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 349, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b6dfffff"", ""junction_name"": ""BTP032 - Windsor Circle"", ""police_station"": ""R.T. Nagar"", ""location"": {""lat"": 13.000536803076924, ""lon"": 77.59607778923078}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 65, ""total_risk_score"": 379}, ""congestion_impact"": {""cii_score"": 40.0, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 17574500.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 35.5, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""UNASSIGNED"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
350,8860145b45fffff,BTP032 - Windsor Circle,R.T. Nagar,WATCH,UNASSIGNED,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 350, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b45fffff"", ""junction_name"": ""BTP032 - Windsor Circle"", ""police_station"": ""R.T. Nagar"", ""location"": {""lat"": 13.000536803076924, ""lon"": 77.59607778923078}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 65, ""total_risk_score"": 379}, ""congestion_impact"": {""cii_score"": 40.0, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 17574500.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 25.7, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""UNASSIGNED"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
351,8860145b09fffff,BTP032 - Windsor Circle,R.T. Nagar,WATCH,UNASSIGNED,PENDING,2026-06-20T11:07:24.152711+00:00,"{""alert_id"": 351, ""source_system"": ""AI_PARKING_INTELLIGENCE_V1"", ""h3_cell"": ""8860145b09fffff"", ""junction_name"": ""BTP032 - Windsor Circle"", ""police_station"": ""R.T. Nagar"", ""location"": {""lat"": 13.000536803076924, ""lon"": 77.59607778923078}, ""violation_summary"": {""dominant_type"": ""WRONG PARKING"", ""dominant_vehicle"": ""CAR"", ""n_violations_historical"": 65, ""total_risk_score"": 379}, ""congestion_impact"": {""cii_score"": 40.0, ""cii_tier"": ""MODERATE"", ""estimated_cost_inr_per_day"": 17574500.0}, ""forecast"": {""predicted_risk_for_tomorrow"": 40.6, ""trend"": ""RISING""}, ""alert_level"": ""WATCH"", ""assigned_unit"": ""UNASSIGNED"", ""generated_at_utc"": ""2026-06-20T11:07:24.152711+00:00"", ""data_sent_to_scita"": true}",SENT,0
